StudentID,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Online Classes Taken
1517,Male,92.0,17.0,82.0,2.0,Medium,78.0,True
6322,Female,82.0,8.0,65.0,1.0,High,80.0,True
4874,Male,95.0,8.0,86.0,1.0,Medium,78.0,True
8027,Male,91.0,10.0,70.0,0.0,High,85.0,True
8031,Male,85.0,20.0,70.0,3.0,High,92.0,True
4758,Male,78.0,17.0,78.0,2.0,High,68.0,True
2489,Male,70.0,8.0,70.0,2.0,Low,92.0,False
2005,Female,85.0,18.0,85.0,2.0,Medium,85.0,False
5046,Female,85.0,10.0,78.0,1.0,High,90.0,False
2650,Female,78.0,18.0,78.0,1.0,Medium,85.0,True
3134,Female,95.0,30.0,86.0,2.0,Low,90.0,True
7292,Male,90.0,10.0,86.0,2.0,High,88.0,True
4160,Female,90.0,20.0,70.0,3.0,Medium,85.0,True
9741,Male,85.0,10.0,90.0,0.0,Low,85.0,False
6996,Female,90.0,8.0,85.0,1.0,Medium,72.0,True
3735,Female,78.0,18.0,78.0,3.0,High,80.0,False
9723,Male,78.0,17.0,70.0,1.0,Low,62.0,True
4015,Male,78.0,22.0,90.0,3.0,Low,80.0,False
9254,Female,88.0,25.0,82.0,2.0,Low,87.0,True
5781,Male,78.0,18.0,65.0,2.0,High,92.0,True
1022,Female,91.0,30.0,88.0,2.0,Low,72.0,False
5831,Male,85.0,17.0,88.0,3.0,Low,85.0,True
7258,Female,91.0,12.0,90.0,1.0,High,90.0,False
3550,Female,92.0,8.0,88.0,0.0,Medium,87.0,True
3885,Male,91.0,17.0,65.0,1.0,High,85.0,False
4077,Male,78.0,20.0,60.0,3.0,Medium,62.0,True
1193,Male,70.0,8.0,78.0,2.0,High,80.0,True
5385,Male,91.0,15.0,78.0,2.0,Low,90.0,True
3281,Female,91.0,17.0,65.0,2.0,Medium,78.0,False
9906,Male,88.0,15.0,85.0,2.0,Medium,80.0,True
1019,Male,85.0,25.0,60.0,0.0,High,90.0,False
2841,Female,78.0,20.0,90.0,2.0,Medium,90.0,True
6906,Male,85.0,22.0,65.0,0.0,Medium,72.0,False
3461,Female,91.0,18.0,88.0,2.0,Medium,78.0,True
1035,Male,78.0,30.0,65.0,0.0,Medium,78.0,False
5562,Male,90.0,30.0,65.0,0.0,Medium,90.0,False
7782,Female,78.0,25.0,60.0,0.0,Low,78.0,True
7301,Male,91.0,8.0,70.0,3.0,Low,92.0,False
1046,Male,85.0,17.0,70.0,1.0,High,87.0,False
3283,Female,85.0,10.0,70.0,0.0,High,92.0,True
2920,Male,70.0,15.0,60.0,1.0,High,87.0,True
3591,Male,78.0,30.0,65.0,2.0,High,87.0,True
5698,Male,78.0,15.0,78.0,3.0,High,72.0,False
8443,Female,91.0,12.0,82.0,3.0,Medium,68.0,False
8674,Female,95.0,8.0,60.0,0.0,High,90.0,False
2776,Male,90.0,30.0,86.0,1.0,High,92.0,True
2070,Male,91.0,15.0,82.0,3.0,Low,92.0,True
5410,Male,91.0,22.0,78.0,3.0,High,80.0,False
1138,Female,88.0,8.0,70.0,3.0,Medium,62.0,True
6428,Female,82.0,20.0,70.0,0.0,High,88.0,True
5753,Male,78.0,17.0,85.0,2.0,Low,92.0,True
3638,Female,85.0,10.0,88.0,2.0,Medium,88.0,True
7350,Male,92.0,22.0,86.0,2.0,High,88.0,True
1244,Male,88.0,12.0,85.0,1.0,High,78.0,True
2116,Female,91.0,30.0,88.0,2.0,High,68.0,False
8753,Male,85.0,10.0,85.0,3.0,Medium,80.0,False
7701,Male,85.0,30.0,70.0,3.0,Medium,90.0,False
3592,Female,90.0,25.0,60.0,1.0,Low,87.0,False
2787,Male,78.0,20.0,60.0,0.0,High,62.0,False
4497,Female,91.0,17.0,86.0,0.0,High,90.0,True
1886,Male,85.0,8.0,82.0,2.0,Low,68.0,False
7636,Male,88.0,17.0,60.0,2.0,High,85.0,True
8021,Female,88.0,10.0,90.0,1.0,Medium,80.0,True
